"","gene","ensembl_gene_id","Length","transcript_length","cds_length"
"504","ADGRG1","ENSG00000205336",54928,582,NA
"505","ADGRG2","ENSG00000173698",133330,4684,NA
"506","ADGRG3","ENSG00000182885",21101,1215,NA
"507","ADGRG4","ENSG00000156920",115927,9820,9243
"508","ADGRG5","ENSG00000159618",49038,1656,NA
"509","ADGRG6","ENSG00000112414",144412,779.5,NA
"510","ADGRG7","ENSG00000144820",85878,1991,NA
"511","ADGRL1","ENSG00000072071",58444,702,NA
"512","ADGRL1","ENSG00000288324",58444,702,NA
"513","ADGRL2","ENSG00000117114",686276,4848.5,NA
"514","ADGRL3","ENSG00000150471",877077,4840.5,NA
"515","ADGRL3-AS1","ENSG00000248692",93802,511.5,NA
"516","ADGRL4","ENSG00000162618",392360,791,NA
"517","ADGRV1","ENSG00000164199",635093,1466,NA
"518","ADH1A","ENSG00000187758",14634,1401,NA
"519","ADH1B","ENSG00000196616",47789,3820,NA
"520","ADH1C","ENSG00000248144",16249,726.5,NA
"521","ADH4","ENSG00000198099",34135,827,NA
"522","ADH5","ENSG00000197894",17823,786,NA
"523","ADH5P2","ENSG00000232676",1123,1124,NA
"524","ADH5P3","ENSG00000223694",1136,1137,NA
"525","ADH5P4","ENSG00000233859",1109,1110,NA
"526","ADH5P4","ENSG00000277364",1109,1110,NA
"527","ADH6","ENSG00000172955",16899,927,NA
"528","ADH7","ENSG00000196344",23476,1372.5,NA
"529","ADHFE1","ENSG00000147576",36415,994,NA
"530","ADI1","ENSG00000182551",22165,2181,522
"531","ADI1","ENSG00000280830",3632,1902,300
"532","ADI1P1","ENSG00000235102",537,538,NA
"533","ADI1P2","ENSG00000250684",589,429,NA
"534","ADI1P3","ENSG00000258369",534,470,NA
"535","ADIG","ENSG00000182035",7268,714,243
"536","ADIPOQ","ENSG00000181092",15759,4570.5,735
"537","ADIPOQ-AS1","ENSG00000226482",4237,3443,NA
"538","ADIPOR1","ENSG00000159346",17746,1116,NA
"539","ADIPOR1P1","ENSG00000232497",2802,1074,NA
"540","ADIPOR1P2","ENSG00000258805",819,820,NA
"541","ADIPOR2","ENSG00000006831",100100,488,NA
"542","ADIPOR2","ENSG00000285070",100100,488,NA
"543","ADIRF","ENSG00000148671",15502,627,231
"544","ADIRF-AS1","ENSG00000272734",5966,2416,NA
"545","ADK","ENSG00000156110",558761,1622,NA
"546","ADM","ENSG00000148926",2324,1179.5,418.5
"547","ADM2","ENSG00000128165",4897,4244.5,447
"548","ADM5","ENSG00000224420",1911,1718,462
"549","ADNP","ENSG00000101126",42521,4876,3309
"550","ADNP-AS1","ENSG00000259456",14164,960,NA
"551","ADNP2","ENSG00000101544",38261,823,514
"552","ADO","ENSG00000181915",3759,3760,813
"553","ADORA1","ENSG00000163485",76751,1636,NA
"554","ADORA2A","ENSG00000128271",24478,691,NA
"555","ADORA2A-AS1","ENSG00000178803",65868,1697,NA
"556","ADORA2B","ENSG00000170425",30829,1805,NA
"557","ADORA2BP1","ENSG00000236136",841,842,NA
"558","ADORA3","ENSG00000282608",4331,1067,NA
"559","ADPGK","ENSG00000159322",34477,879.5,NA
"560","ADPGK-AS1","ENSG00000260898",15364,2492,NA
"561","ADPRH","ENSG00000144843",10677,1499,NA
"562","ADPRHL1","ENSG00000153531",53914,1609,942
"563","ADPRHL2","ENSG00000116863",5040,1651,1092
"564","ADPRM","ENSG00000170222",13964,1207.5,NA
"565","ADRA1A","ENSG00000120907",119128,1877,NA
"566","ADRA1B","ENSG00000170214",107932,537,NA
"567","ADRA1D","ENSG00000171873",28657,1727,NA
"568","ADRA2A","ENSG00000150594",3878,3879,1398
"569","ADRA2B","ENSG00000274286",3695,3696,1353
"570","ADRA2C","ENSG00000184160",2178,1871,1257
"571","ADRB1","ENSG00000043591",3038,3039,1434
"572","ADRB2","ENSG00000169252",3442,3443,1242
"573","ADRB3","ENSG00000188778",3609,2104.5,NA
"574","ADRM1","ENSG00000130706",6769,1361,NA
"575","ADSL","ENSG00000239900",43963,826,NA
"576","ADSS","ENSG00000035687",43415,932,NA
"577","ADSSL1","ENSG00000185100",23139,1051.5,NA
"578","ADTRP","ENSG00000111863",94992,854,NA
"579","AEBP1","ENSG00000106624",10217,751,NA
"580","AEBP2","ENSG00000139154",316756,975,825
"581","AEN","ENSG00000181026",10944,1068.5,NA
"582","AFAP1","ENSG00000196526",181212,1577.5,NA
"583","AFAP1-AS1","ENSG00000272620",24838,6795,NA
"584","AFAP1L1","ENSG00000157510",71778,1804,NA
"585","AFAP1L2","ENSG00000169129",109932,2332.5,NA
"586","AFDN","ENSG00000130396",145101,1144,NA
"587","AFDN-DT","ENSG00000198221",4709,975,NA
"588","AFF1","ENSG00000172493",206052,1478,NA
"589","AFF2","ENSG00000155966",500046,3952,NA
"590","AFF2-IT1","ENSG00000223516",519,443,NA
"591","AFF3","ENSG00000144218",647009,598,NA
"592","AFF4","ENSG00000072364",88239,897,NA
"593","AFG1L","ENSG00000135537",231805,779,NA
"594","AFG3L1P","ENSG00000223959",29575,1706,NA
"595","AFG3L2","ENSG00000141385",48370,1937,NA
"596","AFG3L2P1","ENSG00000253606",1762,1763,NA
"597","AFM","ENSG00000079557",22256,1206.5,NA
"598","AFMID","ENSG00000183077",20384,582,NA
"599","AFP","ENSG00000081051",25036,693,NA
"600","AFTPH","ENSG00000119844",68700,2811,NA
"601","AGA","ENSG00000038002",11663,654,NA
"602","AGAP1","ENSG00000157985",637757,2151.5,NA
"603","AGAP1-IT1","ENSG00000235529",1815,664,NA
"604","AGAP10P","ENSG00000230869",21840,2418,NA
"605","AGAP11","ENSG00000271880",39385,3078,NA
"606","AGAP12P","ENSG00000265018",21767,2250,NA
"607","AGAP12P","ENSG00000288424",21767,2250,NA
"608","AGAP13P","ENSG00000243289",15960,363,NA
"609","AGAP14P","ENSG00000279058",21490,2060,NA
"610","AGAP2","ENSG00000135439",18396,4021.5,2810
"611","AGAP2-AS1","ENSG00000255737",2085,1500,NA
"612","AGAP3","ENSG00000133612",58605,614,NA
"613","AGAP4","ENSG00000188234",28281,1669.5,NA
"614","AGAP5","ENSG00000172650",23874,2412,2026.5
"615","AGAP6","ENSG00000204149",28309,2690,NA
"616","AGAP7P","ENSG00000264204",21737,2062,NA
"617","AGAP9","ENSG00000204172",21784,2387,1977
"618","AGBL1","ENSG00000273540",949079,3176,NA
"619","AGBL1-AS1","ENSG00000260125",21524,900,NA
"620","AGBL2","ENSG00000165923",55798,914,NA
"621","AGBL2","ENSG00000285501",55798,914,NA
"622","AGBL3","ENSG00000146856",161455,2495,NA
"623","AGBL4","ENSG00000186094",1491100,1403.5,NA
"624","AGBL4-IT1","ENSG00000225623",97884,514,NA
"625","AGBL5","ENSG00000084693",28258,1261.5,NA
"626","AGBL5-AS1","ENSG00000231636",581,407,NA
"627","AGBL5-IT1","ENSG00000229122",777,339,NA
"628","AGER","ENSG00000204305",3354,932,NA
"629","AGER","ENSG00000206320",3356,932,NA
"630","AGER","ENSG00000229058",3356,932,NA
"631","AGER","ENSG00000230514",3356,932,NA
"632","AGER","ENSG00000231268",3356,932,NA
"633","AGER","ENSG00000234729",3356,932,NA
"634","AGER","ENSG00000237405",3356,932,NA
"635","AGFG1","ENSG00000173744",89062,1726,NA
"636","AGFG2","ENSG00000106351",29017,1327,NA
"637","AGGF1","ENSG00000164252",35983,983.5,NA
"638","AGGF1P1","ENSG00000214273",2072,2073,NA
"639","AGGF1P10","ENSG00000282968",2190,2191,NA
"640","AGGF1P2","ENSG00000233435",2105,2106,NA
"641","AGGF1P3","ENSG00000241532",1212,1213,NA
"642","AGGF1P4","ENSG00000261689",800,801,NA
"643","AGGF1P5","ENSG00000260680",918,919,NA
"644","AGGF1P6","ENSG00000259836",975,976,NA
"645","AGGF1P7","ENSG00000260994",912,913,NA
"646","AGGF1P8","ENSG00000261752",999,1000,NA
"647","AGGF1P9","ENSG00000260427",912,913,NA
"648","AGK","ENSG00000006530",103966,1550,NA
"649","AGK","ENSG00000262327",21343,735.5,NA
"650","AGKP1","ENSG00000226555",1262,1263,NA
"651","AGL","ENSG00000162688",73662,7136,NA
"652","AGMAT","ENSG00000116771",13352,3095,1059
"653","AGMO","ENSG00000187546",361698,550.5,NA
"654","AGO1","ENSG00000092847",60724,3996,2349
"655","AGO2","ENSG00000123908",115477,518,NA
"656","AGO3","ENSG00000126070",141782,1726,NA
"657","AGO4","ENSG00000134698",49874,522,NA
"658","AGPAT1","ENSG00000204310",9884,2135.5,NA
"659","AGPAT1","ENSG00000206324",9884,2135.5,NA
"660","AGPAT1","ENSG00000226467",9884,2135.5,NA
"661","AGPAT1","ENSG00000227642",9884,2135.5,NA
"662","AGPAT1","ENSG00000228892",9884,2135.5,NA
"663","AGPAT1","ENSG00000235758",9884,2135.5,NA
"664","AGPAT1","ENSG00000236873",9884,2135.5,NA
"665","AGPAT2","ENSG00000169692",14314,1357,NA
"666","AGPAT3","ENSG00000160216",122369,963.5,NA
"667","AGPAT4","ENSG00000026652",144094,3507,NA
"668","AGPAT5","ENSG00000155189",52861,573,NA
"669","AGPAT5","ENSG00000284980",52861,573,NA
"670","AGPAT5P1","ENSG00000234652",1018,1019,NA
"671","AGPS","ENSG00000018510",166542,2143,NA
"672","AGR2","ENSG00000106541",41622,670,NA
"673","AGR3","ENSG00000173467",22575,578.5,NA
"674","AGRN","ENSG00000188157",35998,2142,NA
"675","AGRP","ENSG00000159723",1242,764,399
"676","AGT","ENSG00000135744",11599,2116,1458
"677","AGTPBP1","ENSG00000135049",195490,2561,NA
"678","AGTR1","ENSG00000144891",45224,2071,NA
"679","AGTR2","ENSG00000180772",4230,2862,1092
"680","AGTRAP","ENSG00000177674",18718,930.5,NA
"681","AGXT","ENSG00000172482",11678,1836,NA
"682","AGXT2","ENSG00000113492",50034,1696,NA
"683","AHCTF1","ENSG00000153207",92869,7041,NA
"684","AHCY","ENSG00000101444",31534,1660,NA
"685","AHCYL1","ENSG00000168710",38977,1649,NA
"686","AHCYL2","ENSG00000158467",205188,648,NA
"687","AHCYP2","ENSG00000238181",1299,1300,NA
"688","AHCYP3","ENSG00000233955",1278,1279,NA
"689","AHCYP4","ENSG00000232992",1314,1315,NA
"690","AHCYP5","ENSG00000213107",1237,1238,NA
"691","AHCYP7","ENSG00000259465",1307,1308,NA
"692","AHCYP8","ENSG00000242529",208,209,NA
"693","AHDC1","ENSG00000126705",70396,723.5,NA
"694","AHI1","ENSG00000135541",214233,900,NA
"695","AHNAK","ENSG00000124942",122693,642.5,NA
"696","AHNAK2","ENSG00000185567",41130,10885.5,NA
"697","AHR","ENSG00000106546",429793,684,NA
"698","AHRR","ENSG00000063438",113351,574,NA
"699","AHRR","ENSG00000286169",166621,2042.5,1875
"700","AHSA1","ENSG00000100591",11602,763,NA
"701","AHSA2P","ENSG00000173209",13785,1509,NA
"702","AHSG","ENSG00000145192",8258,1553,NA
"703","AHSP","ENSG00000169877",903,391,NA
"704","AICDA","ENSG00000111732",10697,795,NA
"705","AIDA","ENSG00000186063",45197,976,NA
"706","AIF1","ENSG00000204472",1804,655,NA
"707","AIF1","ENSG00000206428",1837,659,NA
"708","AIF1","ENSG00000234836",1837,659,NA
"709","AIF1","ENSG00000235588",1837,659,NA
"710","AIF1","ENSG00000235985",1837,659,NA
"711","AIF1","ENSG00000237727",1837,659,NA
"712","AIF1L","ENSG00000126878",26676,2091.5,NA
"713","AIFM1","ENSG00000156709",36525,2105,NA
"714","AIFM1P1","ENSG00000225509",2886,1841,NA
"715","AIFM2","ENSG00000042286",34711,2852,NA
"716","AIFM3","ENSG00000183773",16252,697.5,NA
"717","AIG1","ENSG00000146416",280562,964.5,NA
"718","AIG1P1","ENSG00000249089",147,148,NA
"719","AIM2","ENSG00000163568",84612,713,NA
"720","AIMP1","ENSG00000164022",33912,1883,NA
"721","AIMP1P1","ENSG00000234187",936,937,NA
"722","AIMP1P2","ENSG00000227177",311,312,NA
"723","AIMP2","ENSG00000106305",14579,983.5,742.5
"724","AIP","ENSG00000110711",8077,808,NA
"725","AIPL1","ENSG00000129221",41506,1202,966
"726","AIRE","ENSG00000160224",12810,2409,NA
"727","AIRN","ENSG00000268257",4373,2931.5,NA
"728","AJAP1","ENSG00000196581",137925,2383,NA
"729","AJM1","ENSG00000232434",4386,4387,2931
"730","AJUBA","ENSG00000129474",11374,701,NA
"731","AK1","ENSG00000106992",11189,655,NA
"732","AK2","ENSG00000004455",73056,883,NA
"733","AK2P2","ENSG00000242272",404,405,NA
"734","AK3","ENSG00000147853",32487,2782.5,519
"735","AK3P2","ENSG00000250115",756,429,NA
"736","AK3P2","ENSG00000282669",757,438,NA
"737","AK3P3","ENSG00000230042",663,664,NA
"738","AK3P4","ENSG00000248722",582,583,NA
"739","AK3P5","ENSG00000228816",518,519,NA
"740","AK4","ENSG00000162433",84596,1189,NA
"741","AK4P1","ENSG00000263535",671,672,NA
"742","AK4P2","ENSG00000249410",669,670,NA
"743","AK4P3","ENSG00000233381",668,669,NA
"744","AK4P4","ENSG00000223621",645,646,NA
"745","AK4P5","ENSG00000217377",633,634,NA
"746","AK4P6","ENSG00000235606",527,528,NA
"747","AK5","ENSG00000154027",277947,563,NA
"748","AK6","ENSG00000085231",19029,743,426
"749","AK6","ENSG00000279247",19032,743,426
"750","AK6P1","ENSG00000256614",477,478,NA
"751","AK6P2","ENSG00000257173",470,471,NA
"752","AK7","ENSG00000140057",97299,715,NA
"753","AK8","ENSG00000165695",153199,1987,NA
"754","AK9","ENSG00000155085",198361,1821,NA
"755","AKAIN1","ENSG00000231824",54592,1794,220.5
"756","AKAP1","ENSG00000121057",36254,650,559
"757","AKAP10","ENSG00000108599",74041,565,NA
"758","AKAP11","ENSG00000023516",51109,9915,5706
"759","AKAP12","ENSG00000131016",118592,6287,NA
"760","AKAP13","ENSG00000170776",368787,671.5,NA
"761","AKAP14","ENSG00000186471",24879,608,NA
"762","AKAP17A","ENSG00000197976",10916,3199,1341
"763","AKAP17BP","ENSG00000214992",8321,2719,NA
"764","AKAP3","ENSG00000111254",33543,602.5,NA
"765","AKAP4","ENSG00000147081",10230,1876,NA
"766","AKAP5","ENSG00000179841",9004,4544,1284
"767","AKAP6","ENSG00000151320",508386,611,NA
"768","AKAP7","ENSG00000118507",148068,1041,NA
"769","AKAP8","ENSG00000105127",26413,1350,NA
"770","AKAP8L","ENSG00000011243",39091,739.5,NA
"771","AKAP8P1","ENSG00000234146",1348,1349,NA
"772","AKAP9","ENSG00000127914",169806,1646.5,NA
"773","AKIP1","ENSG00000166452",8945,1084,552
"774","AKIRIN1","ENSG00000174574",14783,1286.5,441
"775","AKIRIN1P1","ENSG00000257786",543,544,NA
"776","AKIRIN1P2","ENSG00000228125",569,570,NA
"777","AKIRIN2","ENSG00000135334",27373,1155.5,NA
"778","AKIRIN2P1","ENSG00000251482",351,352,NA
"779","AKNA","ENSG00000106948",60249,3894,NA
"780","AKNAD1","ENSG00000162641",147586,2478,NA
"781","AKR1A1","ENSG00000117448",19506,807.5,NA
"782","AKR1B1","ENSG00000085662",16928,618.5,NA
"783","AKR1B10","ENSG00000198074",13845,769,NA
"784","AKR1B10P1","ENSG00000213606",941,942,NA
"785","AKR1B10P2","ENSG00000263355",926,927,NA
"786","AKR1B15","ENSG00000227471",30765,1613.5,NA
"787","AKR1B1P1","ENSG00000229991",955,956,NA
"788","AKR1B1P2","ENSG00000213452",933,934,NA
"789","AKR1B1P3","ENSG00000213785",587,588,NA
"790","AKR1B1P4","ENSG00000237876",921,922,NA
"791","AKR1B1P6","ENSG00000225212",1182,839,NA
"792","AKR1B1P7","ENSG00000266899",951,952,NA
"793","AKR1B1P8","ENSG00000231371",935,936,NA
"794","AKR1C1","ENSG00000187134",20030,858,NA
"795","AKR1C2","ENSG00000151632",30631,672.5,NA
"796","AKR1C3","ENSG00000196139",72332,859,NA
"797","AKR1C4","ENSG00000198610",23487,1192,NA
"798","AKR1C5P","ENSG00000225418",13139,609,NA
"799","AKR1C6P","ENSG00000151631",20074,983,NA
"800","AKR1C7P","ENSG00000215267",13297,746.5,NA
"801","AKR1C8P","ENSG00000264006",31047,1007.5,NA
"802","AKR1D1","ENSG00000122787",115981,1222,NA
"803","AKR1D1P1","ENSG00000227776",1050,936,NA
"804","AKR1E2","ENSG00000165568",61433,844,NA
"805","AKR7A2","ENSG00000053371",8181,989,NA
"806","AKR7A2P1","ENSG00000229020",914,915,NA
"807","AKR7A2P1","ENSG00000280751",914,915,NA
"808","AKR7A3","ENSG00000162482",6197,1215,996
"809","AKR7L","ENSG00000211454",8212,1240,NA
"810","AKT1","ENSG00000142208",26402,1579.5,NA
"811","AKT1S1","ENSG00000204673",9426,1849,NA
"812","AKT2","ENSG00000105221",55219,668,NA
"813","AKT3","ENSG00000117020",362846,1575,NA
"814","AKT3","ENSG00000275199",367201,666,NA
"815","AKT3-IT1","ENSG00000228939",1195,517,NA
"816","AKTIP","ENSG00000166971",13371,828.5,NA
"817","ALAD","ENSG00000148218",14978,583,NA
"818","ALAS1","ENSG00000023330",16241,2168.5,1923
"819","ALAS2","ENSG00000158578",21922,664,NA
"820","ALB","ENSG00000163631",24368,1055.5,NA
"821","ALCAM","ENSG00000170017",209991,1818,NA
"822","ALDH16A1","ENSG00000161618",17825,2258.5,NA
"823","ALDH18A1","ENSG00000059573",50770,750,NA
"824","ALDH1A1","ENSG00000165092",179771,806,NA
"825","ALDH1A2","ENSG00000128918",544442,572,NA
"826","ALDH1A3","ENSG00000184254",38912,713,NA
"827","ALDH1B1","ENSG00000137124",5959,1806,972
"828","ALDH1L1","ENSG00000144908",94432,2475,NA
"829","ALDH1L1-AS1","ENSG00000250218",4429,437,NA
"830","ALDH1L1-AS2","ENSG00000246022",30157,2280,NA
"831","ALDH1L2","ENSG00000136010",87859,2746,NA
"832","ALDH2","ENSG00000111275",50645,1572,NA
"833","ALDH3A1","ENSG00000108602",10959,859,NA
"834","ALDH3A2","ENSG00000072210",37624,1967.5,NA
"835","ALDH3B1","ENSG00000006534",20704,1447,NA
"836","ALDH3B2","ENSG00000132746",19038,719,NA
"837","ALDH4A1","ENSG00000159423",31294,2032,NA
"838","ALDH5A1","ENSG00000112294",42340,1699,NA
"839","ALDH6A1","ENSG00000119711",27645,1382,NA
"840","ALDH7A1","ENSG00000164904",64162,1755,NA
"841","ALDH7A1P1","ENSG00000251400",1532,1533,NA
"842","ALDH7A1P2","ENSG00000232292",620,621,NA
"843","ALDH7A1P3","ENSG00000243853",344,345,NA
"844","ALDH7A1P4","ENSG00000234489",177,178,NA
"845","ALDH8A1","ENSG00000118514",32722,1610.5,892.5
"846","ALDH9A1","ENSG00000143149",36647,819,NA
"847","ALDOA","ENSG00000149925",6293,801,NA
"848","ALDOAP1","ENSG00000242849",1615,1078,NA
"849","ALDOAP2","ENSG00000214297",1075,1076,NA
"850","ALDOB","ENSG00000136872",29104,1391,NA
"851","ALDOC","ENSG00000109107",3833,839,NA
"852","ALG1","ENSG00000033011",53456,1473,NA
"853","ALG10","ENSG00000139133",7226,1807,NA
"854","ALG10B","ENSG00000175548",12959,1773.5,NA
"855","ALG11","ENSG00000253710",21202,1693.5,NA
"856","ALG12","ENSG00000182858",18209,753,616
"857","ALG13","ENSG00000101901",94838,699,NA
"858","ALG13-AS1","ENSG00000229487",4452,195,NA
"859","ALG14","ENSG00000172339",98546,446,NA
"860","ALG1L","ENSG00000189366",7764,753,594
"861","ALG1L10P","ENSG00000254016",4030,430,NA
"862","ALG1L11P","ENSG00000249889",4022,450,NA
"863","ALG1L12P","ENSG00000250794",3968,434,NA
"864","ALG1L13P","ENSG00000253981",8664,567,NA
"865","ALG1L13P","ENSG00000285027",8664,567,NA
"866","ALG1L14P","ENSG00000250268",3973,434,NA
"867","ALG1L15P","ENSG00000242017",793,794,NA
"868","ALG1L2","ENSG00000251287",31396,815,NA
"869","ALG1L3P","ENSG00000251087",7058,765,NA
"870","ALG1L5P","ENSG00000226943",7031,771,NA
"871","ALG1L6P","ENSG00000238278",7073,758,NA
"872","ALG1L6P","ENSG00000288161",7079,758,NA
"873","ALG1L7P","ENSG00000251271",7072,768,NA
"874","ALG1L8P","ENSG00000227620",7062,760,NA
"875","ALG1L9P","ENSG00000254978",4099,549,NA
"876","ALG2","ENSG00000119523",5517,2808,972
"877","ALG3","ENSG00000214160",7247,938.5,NA
"878","ALG3P1","ENSG00000251568",1113,1114,NA
"879","ALG5","ENSG00000120697",50523,756,NA
"880","ALG6","ENSG00000088035",70978,1203.5,NA
"881","ALG8","ENSG00000159063",38717,778,NA
"882","ALG9","ENSG00000086848",89386,804,NA
"883","ALG9-IT1","ENSG00000254450",11998,684,NA
"884","ALK","ENSG00000171094",728812,2513,NA
"885","ALKAL1","ENSG00000196711",31393,838,363
"886","ALKAL2","ENSG00000189292",9293,573,NA
"887","ALKBH1","ENSG00000100601",35619,1199.5,NA
"888","ALKBH2","ENSG00000189046",5443,962.5,NA
"889","ALKBH3","ENSG00000166199",39463,736,NA
"890","ALKBH3-AS1","ENSG00000244926",11655,896,NA
"891","ALKBH4","ENSG00000160993",8625,1405,NA
"892","ALKBH5","ENSG00000091542",26876,2146,NA
"893","ALKBH6","ENSG00000239382",5119,793,NA
"894","ALKBH7","ENSG00000125652",2456,603,483
"895","ALKBH8","ENSG00000137760",63020,2114,NA
"896","ALLC","ENSG00000151360",44471,1441,NA
"897","ALMS1","ENSG00000116127",239408,4112,NA
"898","ALMS1-IT1","ENSG00000230002",2718,2105,NA
"899","ALMS1P1","ENSG00000163016",56426,1601,NA
"900","ALOX12","ENSG00000108839",14705,1023,NA
"901","ALOX12-AS1","ENSG00000215067",137298,886,NA
"902","ALOX12B","ENSG00000179477",15080,767.5,NA
"903","ALOX12P1","ENSG00000264958",12728,1229,NA
"904","ALOX12P2","ENSG00000262943",100246,586,NA
"905","ALOX15","ENSG00000161905",11392,581,NA
"906","ALOX15B","ENSG00000179593",10100,2605,NA
"907","ALOX15P1","ENSG00000274114",36543,977,NA
"908","ALOX15P2","ENSG00000188101",8404,1897,NA
"909","ALOX5","ENSG00000012779",71943,620,NA
"910","ALOX5","ENSG00000275565",71943,620,NA
"911","ALOX5AP","ENSG00000132965",50948,904,NA
"912","ALOXE3","ENSG00000179148",23147,3128,NA
"913","ALPG","ENSG00000163286",3870,2492,1599
"914","ALPI","ENSG00000163295",4628,2561.5,870
"915","ALPK1","ENSG00000073331",157112,1008,NA
"916","ALPK2","ENSG00000198796",147844,1536.5,NA
"917","ALPK3","ENSG00000136383",56802,5702,NA
"918","ALPL","ENSG00000162551",69013,2131,NA
"919","ALPP","ENSG00000163283",4165,1242,NA
"920","ALS2","ENSG00000003393",80689,747.5,NA
"921","ALS2CL","ENSG00000178038",24709,4184,NA
"922","ALX1","ENSG00000180318",21564,1332,981
"923","ALX3","ENSG00000156150",10802,1533.5,817.5
"924","ALX4","ENSG00000052850",49699,5727,1236
"925","ALYREF","ENSG00000183684",3751,487,NA
"926","AMACR","ENSG00000242110",21939,1598,NA
"927","AMBN","ENSG00000178522",15032,1997,1341
"928","AMBP","ENSG00000106927",18201,1159.5,NA
"929","AMBRA1","ENSG00000110497",197711,1183,NA
"930","AMD1","ENSG00000123505",24109,3419,NA
"931","AMD1P1","ENSG00000228339",1051,922,NA
"932","AMD1P2","ENSG00000237801",991,992,NA
"933","AMD1P3","ENSG00000249286",1305,994,NA
"934","AMD1P4","ENSG00000215124",1344,1345,NA
"935","AMDHD1","ENSG00000139344",25389,1203.5,NA
"936","AMDHD2","ENSG00000162066",11065,859,NA
"937","AMELX","ENSG00000125363",7348,793,576
"938","AMELY","ENSG00000099721",45856,794,579
"939","AMER1","ENSG00000184675",20591,8407,3408
"940","AMER2","ENSG00000165566",10604,6626,1837.5
"941","AMER3","ENSG00000178171",12699,1962,1563.5
